id,name,shopurl,category,wangwang,market,tel,qq,address,wechat,years,source
2892,"陳丁丁（小娟学院风）",https://www.vvic.com/shop/56210,"衬衫","伊流选择shechoice","大西豪",13316085699,441050454,"大西豪 5楼 516-B1",Dylan19930926,0,"广东省 广州"
2893,"麦时尚",https://www.vvic.com/shop/16415,"衬衫","首尔dreamyshow","大西豪",13560150968,3168701317,"大西豪 5楼 516-C",piaoyao2013520,6,"广东省 广州"
2894,"华尔姿服饰",https://www.vvic.com/shop/35220,"半身裙","欣然床品家居","大西豪",13510219015,469160890,"大西豪 5楼 516-D",asdf013632610802,8,"广东省 广州"
2895,"青岚",https://www.vvic.com/shop/32094,"","蒙杰dmj","大西豪",18620991380,454579557,"大西豪 5楼 516-H",DMJIE188,9,"广东省 广州"
2896,"星空服饰",https://www.vvic.com/shop/50722,"连衣裙","月半子_不胖","大西豪",18520777591,605404000,"大西豪 5楼 517-A",labixiaopei,0,"广东省 广州"
2897,"Miss Qian钱小姐",https://www.vvic.com/shop/36193,"连衣裙","杰思菲尔","大西豪",15099967115,731852319,"大西豪 5楼 517-B",qianhuan16888,8,"广东省 广州"
2898,"么么+",https://www.vvic.com/shop/60736,"T恤","辰熙大小姐","大西豪",18565553742,904415403,"大西豪 5楼 517-C",linmuxi520,0,"广东省 广州"
2899,Double,https://www.vvic.com/shop/29929,"T恤","貔貅soso","大西豪",14750011458,757398329,"大西豪 5楼 518-A",Double518A,10,"广东省 广州"
2900,"Double港风店",https://www.vvic.com/shop/14222,"","红依服饰批发","大西豪",14750011458,330491620,"大西豪 5楼 518-A1",Double518A,12,"广东省 广州"
2901,D.L,https://www.vvic.com/shop/51487,"连衣裙","百依百顺网络服饰","大西豪",18520029900,1697173394,"大西豪 5楼 518-B",OK518MC,0,"广东省 广州"
2902,"JIA JIA 服饰",https://www.vvic.com/shop/62614,"","吾青色天空","大西豪",18588567339,451003983,"大西豪 5楼 518-C",Z451003983,0,"广东省 广州"
2903,"汐颜家",https://www.vvic.com/shop/61375,"连衣裙","e蝶子","大西豪",18819346605,526367240,"大西豪 5楼 518-D",diezi147,0,"广东省 广州"
2904,"小糯米",https://www.vvic.com/shop/35310,"衬衫","奈奈小筑","大西豪",13503005520,499386965,"大西豪 5楼 518-E",xiaonuomi0906,9,"广东省 广州"
2905,"陌陌熙服饰",https://www.vvic.com/shop/46518,"衬衫",fk442220140329,"大西豪","13611458748,13660696582",609687783,"大西豪 5楼 518-F",A13611458748,4,"广东省 广州"
2906,"米小琦XIQI",https://www.vvic.com/shop/62813,"连衣裙","ai琦琦ing","大西豪",13407245622,2747190561,"大西豪 5楼 519-A",qiqi981215,0,"广东省 广州"
2907,"尚古网络服饰",https://www.vvic.com/shop/45612,"衬衫","刘烨4728591","大西豪",18672867021,3483966604,"大西豪 5楼 519-B",liuye6423,3,"广东省 广州"
2908,"麦多多实拍店",https://www.vvic.com/shop/31354,"连衣裙",pengyujia198888,"大西豪","18903050086,13545956030",3129332588,"大西豪 5楼 519-C",zhaojingjing5859,5,"广东省 广州"
2909,"九五服饰",https://www.vvic.com/shop/54519,"牛仔裤","神龙皇wei","大西豪",18520091345,3326502918,"大西豪 5楼 519-D",feiwei1993,0,"广东省 广州"
2910,"尚古服饰",https://www.vvic.com/shop/40549,"","天瑜轩峰峰一店","大西豪",18672867021,903145521,"大西豪 5楼 519-F",liuye6423,10,"广东省 广州"
2911,"甜心派Studio",https://www.vvic.com/shop/59234,"连衣裙","小彭子0086","大西豪",13545956030,3129332588,"大西豪 5楼 519-H",zhaojingjing5859,0,"广东省 广州"
2912,"卡洛儿（工厂开工）",https://www.vvic.com/shop/16746,"衬衫","刘刘刘家骏","大西豪","13710810008,18664891066,18680297207",1572246052,"大西豪 5楼 520",lausir888,9,"广东省 广州"
2913,"dream梦想家潮装实拍店",https://www.vvic.com/shop/30520,"休闲裤/打底裤","小情绪12345567","大西豪",18613014987,331512204,"大西豪 5楼 520-B",zkaini1995912,4,"广东省 广州"
2914,"瑶家小铺",https://www.vvic.com/shop/31904,"T恤",huangliang12345678,"大西豪",18617187052,822463744,"大西豪 5楼 520-C",hl807696807,7,"广东省 广州"
2915,"折扣街",https://www.vvic.com/shop/17846,"衬衫","炫客部落66","大西豪",13642302752,2872903014,"大西豪 5楼 521-A","",10,"广东省 广州"
2916,"衣點點",https://www.vvic.com/shop/52933,"衬衫","奇异的酥糖","大西豪",13688868170,1650966107,"大西豪 5楼 521-B",love4631079,0,"广东省 广州"
2917,"蜜豆",https://www.vvic.com/shop/57892,"套装","8度独家定制","大西豪","13533807077,15920414225",305903537,"大西豪 5楼 521-D",XT00668825,0,"广东省 广州"
2918,"Aizheli艾哲利",https://www.vvic.com/shop/32802,"蕾丝衫/雪纺衫",lizhaoli_33,"大西豪","13751705105,13751705316",723210147,"大西豪 5楼 522-A",jt0722,4,"广东省 广州"
2919,"聚美时尚",https://www.vvic.com/shop/34550,"","勇往直前108182901","大西豪","18688859145,13986959486",971744320,"大西豪 5楼 522-B",JYX20101210,4,"广东省 广州"
2920,"陈壹壹",https://www.vvic.com/shop/59485,"连衣裙",eason25629,"大西豪","13076817889,15671975566",1144245946,"大西豪 5楼 522-D",Xianan3121,0,"广东省 广州"
2921,"优衣实拍店",https://www.vvic.com/shop/58108,"","吴丽璇w","大西豪",15707689433,626989887,"大西豪 5楼 522-E",wulixuan626989887,0,"广东省 广州"
2922,"优衣网红店",https://www.vvic.com/shop/59338,"",tb9061336_2012,"大西豪",13829061336,136331443,"大西豪 5楼 522-E1",wuminbin0315,0,"广东省 广州"
2923,"洛可可",https://www.vvic.com/shop/40076,"连衣裙","大海女装量贩","大西豪",18925041498,"255645546 ","大西豪 5楼 522-H","18925041498 ",7,"广东省 广州"
2924,"依莉儿牛仔",https://www.vvic.com/shop/14257,"短外套/马甲",laishengqi888,"大西豪","15999960885,13060681111",248563523,"大西豪 5楼 523",L5231688,11,"广东省 广州"
2925,"潮衣库",https://www.vvic.com/shop/52942,"牛仔裤",laiqi168,"大西豪","15999960885,13822243879",358226520,"大西豪 5楼 523-A",L5231688,0,"广东省 广州"
2926,"MY衣坊服饰",https://www.vvic.com/shop/56901,"连衣裙","一路顺风0097133986","大西豪","13246850950,18928857058",2106840063,"大西豪 5楼 523-B",hu51869986,0,"广东省 广州"
2927,"爱美购",https://www.vvic.com/shop/62641,"","","大西豪",18928857058,2106840063,"大西豪 5楼 523-B1",hu51869986,0,"广东省 广州"
2928,"金豆服饰",https://www.vvic.com/shop/60970,"短外套/马甲","快乐小赫成","大西豪",15112137253,55770370,"大西豪 5楼 524",zhou5248564,0,"广东省 广州"
2929,"飞仙子女装实拍店",https://www.vvic.com/shop/28010,"连衣裙",feixinyi1023,"大西豪",18665012758,757103135,"大西豪 5楼 524-A",linliugogo,11,"广东省 广州"
2930,"YK服饰(工厂已开工）",https://www.vvic.com/shop/47658,"套装","依恋之恋丶","大西豪",18664846000,757103135,"大西豪 5楼 524-A1",linliugogo,6,"广东省 广州"
2931,"Mirror米诺服饰",https://www.vvic.com/shop/25193,"连衣裙","边念_ayiyi","大西豪",18826066207,279479418,"大西豪 5楼 525-A",ttm_51,12,"广东省 广州"
2932,"花蜜（原韩旺旺）",https://www.vvic.com/shop/30052,"连衣裙",13416393080w,"大西豪","13226689068,13416393080",1260114255,"大西豪 5楼 525-A3",jiafu-w,6,"广东省 广州"
2933,"伊斯贝迩服饰",https://www.vvic.com/shop/62398,"套装",xiaoyuer8285,"大西豪",18520468898,17610610,"大西豪 5楼 525-A6",tm13392661681,11,"广东省 广州"
2934,"蜡笔小新",https://www.vvic.com/shop/57336,"套装","呀呀呀30869597","大西豪",15976580858,477721,"大西豪 5楼 525-A7",labixiaoxin5522,0,"广东省 广州"
2935,"Orange.Studio小橙子",https://www.vvic.com/shop/18503,"衬衫",g1060045,"大西豪","13711528898,18502066899",1520890309,"大西豪 5楼 525-B",OrangeStudio_,12,"广东省 广州"
2936,"可仁服饰",https://www.vvic.com/shop/31007,"连衣裙","靓颖杰杰","大西豪","18578627858,13160892798",1961981460,"大西豪 5楼 525-C",wxg13160892798,5,"广东省 广州"
2937,"女主角",https://www.vvic.com/shop/50569,"衬衫","hh秋红19950814","大西豪",15820238980,1309740389,"大西豪 5楼 525-D",NZJ19950814,0,"广东省 广州"
2938,"米兰衣橱",https://www.vvic.com/shop/46895,"衬衫","玫瑰坊1888","大西豪","13433914811,15975587887",2413352576,"大西豪 5楼 525-E",wa13433914811,7,"广东省 广州"
2939,"小淘气",https://www.vvic.com/shop/61496,"","黎鑫66668","大西豪",15342966668,604899163,"大西豪 5楼 525-F",xinggii,0,"广东省 广州"
2940,M+girl,https://www.vvic.com/shop/58168,"连衣裙","melody林子","大西豪",18988990656,598321719,"大西豪 5楼 525-G",aa598321719,0,"广东省 广州"
2941,"杉菜网络实拍店",https://www.vvic.com/shop/54011,"连衣裙",tb_9435378,"大西豪",18666012617,745848645,"大西豪 5楼 525-H",cl745848645,0,"广东省 广州"
2942,"MT蜜糖服饰",https://www.vvic.com/shop/55533,"","布衣扬15813399901","大西豪",15813399901,2218524929,"大西豪 5楼 525-I",lng15813399901,0,"广东省 广州"
2943,"糖糖美衣佳",https://www.vvic.com/shop/14437,"套装",tb4500818_88,"大西豪",18988997342,122288566,"大西豪 5楼 526-A1",yahuniu,9,"广东省 广州"
2944,"欧品1店",https://www.vvic.com/shop/25257,"衬衫",wangrenge,"大西豪","18617347821,18520669255",2918463338,"大西豪 5楼 526-A2",A278087028,7,"广东省 广州"
2945,"欧品学院风",https://www.vvic.com/shop/36459,"连衣裙",baomin1254,"大西豪","18617347821,18520669255",2918463338,"大西豪 5楼 526-A3",A278087028,7,"广东省 广州"
2946,"MISS-咕啦",https://www.vvic.com/shop/47262,"套装",zxni520,"大西豪",13229999954,2245126666,"大西豪 5楼 526-B",tangya293288,8,"广东省 广州"
2947,"红小姐De店",https://www.vvic.com/shop/44443,"连衣裙","11号大街","大西豪","18620244597,13986942310",15830403,"大西豪 5楼 526-C",htl18620244597,10,"广东省 广州"
2948,"Y Y.AMANDA",https://www.vvic.com/shop/44665,"连衣裙",lin_zekai,"大西豪","13392608053,13500224509",382392156,"大西豪 5楼 526-D",linzekai_6301,12,"广东省 广州"
2949,"YY.二店",https://www.vvic.com/shop/55526,"","","大西豪",13826041584,149389932,"大西豪 5楼 526-D1",lin13826041584,0,"广东省 广州"
2950,"尚衣都",https://www.vvic.com/shop/58902,"衬衫",tb76239357,"大西豪",18206739230,524181384,"大西豪 5楼 526-E",LIMIN1992117,0,"广东省 广州"
2951,"沐沐网络服饰",https://www.vvic.com/shop/46241,"衬衫","够啦替我好咯","大西豪","13268376090,15302715595",413329610,"大西豪 5楼 526-F",yy413329610,0,"广东省 广州"
2952,"九月JIUYUE.",https://www.vvic.com/shop/62701,"","","大西豪",13393100121,714107923,"大西豪 5楼 526-F1",q714107923,0,"广东省 广州"
2953,"Taste 甜甜圈",https://www.vvic.com/shop/57141,"T恤","静吖子1990","大西豪",15171505101,289103287,"大西豪 5楼 526-G",WJ8841620520,5,"广东省 广州"
2954,"甜甜家",https://www.vvic.com/shop/59150,"T恤",zws8103982,"大西豪",18062961966,286757820,"大西豪 5楼 526-G1",under_the_sun,0,"广东省 广州"
2955,"奢漾SHEYOUNG",https://www.vvic.com/shop/46004,"套装",careyyangyang,"大西豪","18620630994,18026432337,18620630994",358595886,"大西豪 5楼 526-H",make-a-circle,8,"广东省 广州"
2956,"嘉佳衣橱",https://www.vvic.com/shop/24441,"T恤","紫曦_唯幂","大西豪","18620414162,18588567043",634684320,"大西豪 5楼 526-I",wangqin19951208,5,"广东省 广州"
2957,"英伦",https://www.vvic.com/shop/13544,"T恤","阿辽莎888","大西豪","13044232062,15918563066",41850013,"大西豪 5楼 527",yinglun527,9,"广东省 广州"
2958,"梦梦佳",https://www.vvic.com/shop/61426,"衬衫",weimeng19908,"大西豪","13113323461,15920391840",2436028591,"大西豪 5楼 528-A",mengmengjia188,0,"广东省 广州"
2959,"恒瑶服饰",https://www.vvic.com/shop/15566,"短外套/马甲","恒瑶服饰","大西豪","13078862339,13168842598",411603572,"大西豪 5楼 528-B",w411603572,9,"广东省 广州"
2960,"亦妙",https://www.vvic.com/shop/13928,"衬衫","蔡伦2011","大西豪",15013107516,2429090829,"大西豪 5楼 528-C",t15013107516,9,"广东省 广州"
2961,"小铭服饰",https://www.vvic.com/shop/61566,"衬衫","董雨言","大西豪","18565525881,18620105881",545937030,"大西豪 5楼 528-D",zhengfeng198711,0,"广东省 广州"
2962,"当当服饰",https://www.vvic.com/shop/33685,"衬衫",zhengdanghappyforever,"大西豪",13798075598,3140565412,"大西豪 5楼 528-E",yonggekinghulu898,4,"广东省 广州"
2963,"当当家",https://www.vvic.com/shop/35655,"","劲爆韩魅服饰","大西豪",13798075598,3140565412,"大西豪 5楼 528-E1",yonggekinghulu898,4,"广东省 广州"
2964,"恒瑶家",https://www.vvic.com/shop/39711,"牛仔裤","恒瑶家","大西豪","13168842598,13168842598",411603572,"大西豪 5楼 528-H",w411603572,3,"广东省 广州"
2965,"鸾裳服饰",https://www.vvic.com/shop/14290,"套装",lpayj2010,"大西豪","18902307674,15692424130",872448431,"大西豪 5楼 529-A",pipijing1992,11,"广东省 广州"
2966,"炫影",https://www.vvic.com/shop/16154,"牛仔裤",a77585266,"大西豪","13822114977,13751818503",2047531910,"大西豪 5楼 530",XY13822114977,14,"广东省 广州"
2967,"Ccshop七七",https://www.vvic.com/shop/35707,"套装",own520style,"大西豪","18588886009,18688392289",188583992,"大西豪 5楼 531-A",babyheng666,8,"广东省 广州"
2968,"衣采丽学院风实拍",https://www.vvic.com/shop/27935,"连衣裙","伊采妮83","大西豪",15920582242,389009529,"大西豪 5楼 531-B",yicaini1984,7,"广东省 广州"
2969,"妤韩美衣",https://www.vvic.com/shop/36382,"连衣裙",qazxsw4633041,"大西豪",13246860785,389009529,"大西豪 5楼 531-B1",yicaini1984,7,"广东省 广州"
2970,"H&C学院风实拍店",https://www.vvic.com/shop/34574,"T恤","金叶服饰1","大西豪",18163696469,804681103,"大西豪 5楼 531-C",lucky-cqsjh,4,"广东省 广州"
2971,"依诺服饰实拍店",https://www.vvic.com/shop/31587,"T恤","哈妹子7724","大西豪","18975858862,13539873699",1694421302,"大西豪 5楼 531-D",lfy19720509,6,"广东省 广州"
2972,"千雪衣橱",https://www.vvic.com/shop/60638,"衬衫","普罗瓦丝","大西豪",18898409435,845953576,"大西豪 5楼 531-E",qian845953576,0,"广东省 广州"
2973,"金叶服饰实拍店",https://www.vvic.com/shop/35659,"毛衣/针织衫","智者老矣6532","大西豪","18665008491,18664830639",307350877,"大西豪 5楼 531-F",coly_368,5,"广东省 广州"
2974,"伊豪牛仔",https://www.vvic.com/shop/15676,"牛仔裤","17完美仔裤","大西豪","13538784445,13580442218",2606115349,"大西豪 5楼 531-H",yihao0925,9,"广东省 广州"
2975,"PINK HEART",https://www.vvic.com/shop/33754,"T恤","林敏慧2012","大西豪","13826093497,13825252015",3452741552,"大西豪 5楼 532-A",L642396230,8,"广东省 广州"
2976,Manymany,https://www.vvic.com/shop/41789,"",jasom_h,"大西豪",14750025595,2856478062,"大西豪 5楼 532-C",Jasomh,3,"广东省 广州"
2977,"小朱家",https://www.vvic.com/shop/51070,"T恤","卡梦丝2008","大西豪","13430335525,15915950085",599991985,"大西豪 6楼 601-A",chenling968458,0,"广东省 广州"
2978,"小钰家",https://www.vvic.com/shop/26447,"衬衫","卫卫鞋子","大西豪","13242861788,13242301645",754528843,"大西豪 6楼 601-B",juan754528843,10,"广东省 广州"
2979,"Lan Lan",https://www.vvic.com/shop/36530,"T恤","美人小馆","大西豪",13544447779,1968978719,"大西豪 6楼 601-C",lan13544447779,9,"广东省 广州"
2980,"Lan Lan-奇拉米图",https://www.vvic.com/shop/36096,"衬衫","q冒味","大西豪","13407255087,18664820102",460035565,"大西豪 6楼 601-D",V460035565,6,"广东省 广州"
2981,"XH Studio",https://www.vvic.com/shop/16684,"衬衫",xh_lena,"大西豪",13602760576,267057020,"大西豪 6楼 601-E",XH_studio929,8,"广东省 广州"
2982,"YBY·依贝友",https://www.vvic.com/shop/53325,"牛仔裤","吴莽88888","大西豪","13760849802,13825006047",596247087,"大西豪 6楼 602-A",qinwen0606,0,"广东省 广州"
2983,"木子牛仔",https://www.vvic.com/shop/34483,"短外套/马甲",tb477063443,"大西豪",18680496899,384826186,"大西豪 6楼 602-A1",muzi80496899,6,"广东省 广州"
2984,"依佳人可可",https://www.vvic.com/shop/48221,"连衣裙",aaa324064612,"大西豪","17771697696,18565082840",745042927,"大西豪 6楼 602-B",a18620127598,5,"广东省 广州"
2985,"J.M景麦",https://www.vvic.com/shop/62806,"衬衫","6217轻松购物","大西豪","13593956622,17671717776",1156886051,"大西豪 6楼 602-B1",love1156886051,0,"广东省 广州"
2986,"诺米 Rome",https://www.vvic.com/shop/52861,"套装","第一杰0622","大西豪",15013200909,372371192,"大西豪 6楼 602-C",myyuyubaby,0,"广东省 广州"
2987,"七妖精牛仔",https://www.vvic.com/shop/46483,"牛仔裤",zhongtao770811,"大西豪","13822137070,13060856022",1976899906,"大西豪 6楼 602-D",M13822137070,0,"广东省 广州"
2988,"依贝友服饰",https://www.vvic.com/shop/24462,"半身裙",596247087wumang,"大西豪","13760849802,13825006047",226595413,"大西豪 6楼 602-E",yibeiyou0606,9,"广东省 广州"
2989,Du.Du,https://www.vvic.com/shop/14743,"T恤","雅诗怡","大西豪",18520122034,3331432425,"大西豪 6楼 602-F",shaoshimeng002,9,"广东省 广州"
2990,"茉倩服饰",https://www.vvic.com/shop/40554,"T恤","美娜s秀","大西豪",13530383239,2298972804,"大西豪 6楼 602-K",mm990785014,4,"广东省 广州"
2991,"梦依服饰",https://www.vvic.com/shop/40714,"","坚持到底了848897","大西豪",13078868409,694302532,"大西豪 6楼 602-L",wxid-ctdymhsdyz9d21,5,"广东省 广州"
2992,"倩倩服饰",https://www.vvic.com/shop/32025,"连衣裙","棒棒王大锤","大西豪","13070250811,13168839801,15914533550","1025082752 ","大西豪 6楼 603-A",yangbangbbt,4,"广东省 广州"
2993,"倩倩性感女装",https://www.vvic.com/shop/62762,"连衣裙","","大西豪",13070250811,695035233,"大西豪 6楼 603-A1",phr13070250811,0,"广东省 广州"
2994,"星辰学院风",https://www.vvic.com/shop/36274,"牛仔裤",kyrxbb,"大西豪","15999915052,15999915354",2423933345,"大西豪 6楼 603-B",NO155555,7,"广东省 广州"
2995,"向日葵美衣店",https://www.vvic.com/shop/25410,"抹胸背心","姚葵186","大西豪",18688886423,3349691590,"大西豪 6楼 603-C",mm186yy,5,"广东省 广州"
2996,"红米椒-工厂已开",https://www.vvic.com/shop/17784,"连衣裙",kappa123007,"大西豪",18688887824,136320149,"大西豪 6楼 603-D",lijiawei245285340,10,"广东省 广州"
2997,"小姐姐家实拍",https://www.vvic.com/shop/40766,"连衣裙",wang954074295,"大西豪","18620883254,15013008528",954074295,"大西豪 6楼 603-E",Li954074295,3,"广东省 广州"
2998,"张小怡的店",https://www.vvic.com/shop/53145,"连衣裙","张小怡201403","大西豪","18727307322,18672808131",1304835146,"大西豪 6楼 603-F",zhangyi284667,0,"广东省 广州"
2999,"小星星美依",https://www.vvic.com/shop/62024,"抹胸背心",tb943345775,"大西豪","16608661118,19872786880,15818187156",526990758,"大西豪 6楼 603-G",yao526990758,0,"广东省 广州"
3000,"ZiZi Fashion",https://www.vvic.com/shop/45281,"",tb_5541189,"大西豪","15975541185,15975541189,18520163183",535259687,"大西豪 6楼 603-H",w535259687,3,"广东省 广州"
3001,"梵熙尔服饰-已开工",https://www.vvic.com/shop/51362,"套装","潮流在线888","大西豪","18665015911,18825088086",188583869,"大西豪 6楼 604-A",bixia778414,0,"广东省 广州"
3002,"Dan Dan",https://www.vvic.com/shop/45696,"套装","潮流依依604","大西豪",18666008607,836341279,"大西豪 6楼 604-B",LIDAN463545299,0,"广东省 广州"
3003,"艾米Amy服饰",https://www.vvic.com/shop/33294,"套装","万里飞翔吧","大西豪","18675978498,18620878298",767695019,"大西豪 6楼 604-C",yibao2012117,10,"广东省 广州"
3004,"欢哥笑语",https://www.vvic.com/shop/16434,"连衣裙","好评12321","大西豪",18588554455,740880206,"大西豪 6楼 604-D",L740880206,8,"广东省 广州"
3005,"C.C+ ~实拍~",https://www.vvic.com/shop/28030,"T恤",faye381939453,"大西豪","18922767379,18565471000",381939453,"大西豪 6楼 605-A",Coco15717195395,5,"广东省 广州"
3006,"大小西",https://www.vvic.com/shop/63652,"",t_1489149801944_0384,"大西豪",18922767379,381939453,"大西豪 6楼 605-A1",Coco18922767379,0,"广东省 广州"
3007,"B.M.H.爆米花",https://www.vvic.com/shop/30594,"衬衫","陈思dedian","大西豪","13570942921,18819186626",369378823,"大西豪 6楼 605-B",CHENSI910602,4,"广东省 广州"
3008,"J.K studio",https://www.vvic.com/shop/47032,"毛衣/针织衫","衣航宝贝","大西豪","18023465397,18320119626",2482232156,"大西豪 6楼 605-C",YH18320119626,5,"广东省 广州"
3009,"盖盖服饰",https://www.vvic.com/shop/30715,"连衣裙","顶哒子妈咪","大西豪","15099978552,18802050310",396103101,"大西豪 6楼 606-A",liutian0527,5,"广东省 广州"
3010,"米苏.MiSu+",https://www.vvic.com/shop/54442,"套装","霓裳迦楼","大西豪",15972297999,85754100,"大西豪 6楼 606-B",luoni0827,0,"广东省 广州"
3011,"佳庆服饰",https://www.vvic.com/shop/54221,"衬衫","宝贝妍2009121","大西豪",18529201987,250583826,"大西豪 6楼 606-C",xq19871121,0,"广东省 广州"
3012,"燚然美依",https://www.vvic.com/shop/44725,"T恤",zengran001,"大西豪",17688888511,51643440,"大西豪 6楼 606-D",xiaoceng00000,7,"广东省 广州"
3013,"卓卓服饰",https://www.vvic.com/shop/61714,"","zz卓哥","大西豪",13163363906,987067523,"大西豪 6楼 606-D1",zz-zhuoa,0,"广东省 广州"
3014,"久熙服饰",https://www.vvic.com/shop/54663,"套装","圆圆时尚批发","大西豪","18898579935,13628616665",157607098,"大西豪 6楼 606-E",S18898579935,0,"广东省 广州"
3015,"美丫女装 M.Y",https://www.vvic.com/shop/26507,"衬衫",luaoyu_2008,"大西豪","13538887761,15013835568",9672799,"大西豪 6楼 606-F",QQ9672799,9,"广东省 广州"
3016,"阳光小筑",https://www.vvic.com/shop/45270,"连衣裙","百变公主2店","大西豪",13530598777,2876883249,"大西豪 6楼 606-G",wxid_wfmkiokrr17p12,6,"广东省 广州"
3017,"大小姐d衣橱",https://www.vvic.com/shop/13867,"T恤","艾斯琼尼靓装店","大西豪",13802763098,105403183,"大西豪 6楼 606-H","",8,"广东省 广州"
3018,"WJ韩流",https://www.vvic.com/shop/19764,"","圣依琦99","大西豪","13711142599,13711510566",1025296590,"大西豪 6楼 606-H2",wxid-jiqtwdrsu5q212,10,"广东省 广州"
3019,"嘟嘟网络女装",https://www.vvic.com/shop/24414,"","老曹爱饭饭","大西豪","18820142345,13247509666",596336178,"大西豪 6楼 607-A",l18820142345,6,"广东省 广州"
3020,"A点",https://www.vvic.com/shop/59440,"连衣裙","ym嘟嘟宝贝123","大西豪",13826158199,626315860,"大西豪 6楼 607-A1",caojie6062,0,"广东省 广州"
3021,"西米 Miss Chen's",https://www.vvic.com/shop/27683,"T恤","陈珊珊berg","大西豪","13924296003,13528728253",4132441,"大西豪 6楼 607-B",wx13924296003,7,"广东省 广州"
3022,"多多秀服饰",https://www.vvic.com/shop/24352,"衬衫","卖梦幻b","大西豪",18565415777,563163955,"大西豪 6楼 607-D",dianhua,7,"广东省 广州"
3023,"可可服饰",https://www.vvic.com/shop/36204,"","可可服饰2店","大西豪",18820101951,594869687,"大西豪 6楼 607-E",liuting909090,4,"广东省 广州"
3024,"怪味小萝莉",https://www.vvic.com/shop/46638,"连衣裙",xiaochenzi921212,"大西豪",18820142345,596336178,"大西豪 6楼 607-H",l18820142345,0,"广东省 广州"
3025,"锦然服饰",https://www.vvic.com/shop/16269,"T恤",tmliufeng1258,"大西豪",13392455625,43966560,"大西豪 6楼 608-A1","",7,"广东省 广州"
3026,"依哆哆",https://www.vvic.com/shop/16831,"T恤","杨杨柳柳家","大西豪","18672855319,18972626261",649961339,"大西豪 6楼 608-A2","",7,"广东省 广州"
3027,"佩佩服饰",https://www.vvic.com/shop/14357,"衬衫","潮流限量品","大西豪",18620113678,773788320,"大西豪 6楼 608-B","",8,"广东省 广州"
3028,"佩佩服饰",https://www.vvic.com/shop/35736,"套装",xiaxia93,"大西豪",18620113678,773788320,"大西豪 6楼 608-C",qqqqqqqqqqqqaaa,10,"广东省 广州"
3029,"淇元  baby",https://www.vvic.com/shop/58771,"衬衫",sc0121987,"大西豪",13627227555,822555,"大西豪 6楼 608-D",H13627227555,0,"广东省 广州"
3030,"诺依服饰（工厂已开）",https://www.vvic.com/shop/55282,"连衣裙","万里淘吖","大西豪",15817020165,502967104,"大西豪 6楼 608-F",wxid_d0oryj2qtkj011,0,"广东省 广州"
3031,"诺依韩风",https://www.vvic.com/shop/61380,"","时尚艾希","大西豪",18672686277,1292812939,"大西豪 6楼 608-F1",wxid_18x4yffcu52211,0,"广东省 广州"
3032,"正点服饰实拍",https://www.vvic.com/shop/14344,"套装",zhouzhp0710,"大西豪",13434225188,997044818,"大西豪 6楼 609-A",yxr13434225188,12,"广东省 广州"
3033,"Anni Shop",https://www.vvic.com/shop/29274,"连衣裙",asadawqa,"大西豪",13138611519,2875850594,"大西豪 6楼 609-B",c13138611519,8,"广东省 广州"
3034,"盼盼服饰实拍",https://www.vvic.com/shop/13793,"连衣裙","誉美衣坊","大西豪",18771164345,694467624,"大西豪 6楼 609-C","",8,"广东省 广州"
3035,"佳妮服饰",https://www.vvic.com/shop/55357,"","东海龙宫201388","大西豪",17576099417,619300445,"大西豪 6楼 609-D",huang619300445,0,"广东省 广州"
3036,"正点服饰实拍",https://www.vvic.com/shop/47403,"","飘逸姐173","大西豪",15871920723,997044818,"大西豪 6楼 609-E",zsh919013866,8,"广东省 广州"
3037,"兔依舞2010",https://www.vvic.com/shop/13921,"连衣裙","兔依舞2010","大西豪","15918852165,13802798053",2334288057,"大西豪 6楼 610-A",HY-ssx,10,"广东省 广州"
3038,"韩依时尚秀",https://www.vvic.com/shop/54279,"连衣裙","韩依时尚秀hy","大西豪","15918852165,13802798053,17724573769",2334288057,"大西豪 6楼 610-A1",Camm1_21,0,"广东省 广州"
3039,"方糖",https://www.vvic.com/shop/32364,"连衣裙","范哲花","大西豪",18620567011,261548876,"大西豪 6楼 610-B",fanzhehua8888,8,"广东省 广州"
3040,"尤卡",https://www.vvic.com/shop/58530,"",qqfs89,"大西豪",18924281202,2846949278,"大西豪 6楼 610-B1",youka202088,0,"广东省 广州"
3041,"硬糖",https://www.vvic.com/shop/32286,"T恤","江南风范儿","大西豪","13593973757,18665038646",2726229328,"大西豪 6楼 610-C",zyf0000050,4,"广东省 广州"
3042,"馨斯露",https://www.vvic.com/shop/45053,"连衣裙","鑫斯路","大西豪",13719293318,3347807457,"大西豪 6楼 610-D",zhengli13719293318,4,"广东省 广州"
3043,"乐乐服饰",https://www.vvic.com/shop/54980,"连衣裙",tz454926410,"大西豪",15871862476,871931141,"大西豪 6楼 610-E",xushile,0,"广东省 广州"
3044,"Xiaoxiao葡",https://www.vvic.com/shop/24733,"配件箱包",xiaoli_ze,"大西豪",18680581400,3057946771,"大西豪 6楼 610-F",zhao58453,10,"广东省 广州"
3045,"未沫WIMO",https://www.vvic.com/shop/52900,"T恤","非魔术","大西豪","13719084632,13929591963",421233676,"大西豪 6楼 610-G",KX-YANZI,0,"广东省 广州"
